RegionName,Year,HomeownershipRate,RentalRate,HomeValue_MillionUSD,HomeownerAffordability,RenterAffordability,Income_Tier,Less_than_High_School_Rate,Bachelors_or_Higher_Rate,ElderlyRate,SalesTotal_Million,CPI,MortgageRate,National_Unemployment,NonSingleHouseholdRate,Nominal_GDP_TrillionUSD
"Springfield, MO",2018,0.6197659378847142,0.3802340621152857,0.15048716811390486,0.2243970287185793,0.2021181534342585,Lower-Middle Income,10.5,26.7,0.1661582565377697,119.5065096,251.0995,4.544615384615385,3.891666666666666,0.6133611756089199,20.6565
"Sumter, SC",2018,0.6235765917417566,0.3764234082582434,0.12867189537078277,0.1848351205396001,0.231875194865513,Low Income,3.6,20.1,0.1649391617845876,19.3146444,251.0995,4.544615384615385,3.891666666666666,0.709525695613427,20.6565
"Syracuse, NY",2018,0.6810361905353807,0.3189638094646193,0.1354736471217591,0.1648632022438767,0.2068167562634952,Upper-Middle Income,11.5,31.9,0.171256967695718,113.366341,251.0995,4.544615384615385,3.891666666666666,0.6304774260710138,20.6565
"Tallahassee, FL",2018,0.5910789813530485,0.4089210186469515,0.1810527672177755,0.2482008557919351,0.2276676629658539,Lower-Middle Income,11.4,36.4,0.1431753364906892,89.991179,251.0995,4.544615384615385,3.891666666666666,0.5740035940991178,20.6565
"Toledo, OH",2018,0.6235446892351783,0.3764553107648218,0.12053812363785572,0.1927148558365677,0.1789405228950488,Lower-Middle Income,11.1,26.8,0.1623564576833186,96.94078520000001,251.0995,4.544615384615385,3.891666666666666,0.5928508621953007,20.6565
"Topeka, KS",2018,0.6808648966066859,0.319135103393314,0.12167791202146704,0.1705877838298699,0.1602524480074532,Lower-Middle Income,9.2,28.3,0.1869953653146684,43.6378696,251.0995,4.544615384615385,3.891666666666666,0.6228031542301078,20.6565
"Tucson, AZ",2018,0.6229671184595462,0.3770328815404538,0.2118633854764616,0.264175615984732,0.2241239940578198,Lower-Middle Income,8.2,31.5,0.1978176701733179,373.85922539999996,251.0995,4.544615384615385,3.891666666666666,0.6115782592593513,20.6565
"Tulsa, OK",2018,0.6496692768116398,0.3503307231883602,0.14662850669036262,0.2088037320381409,0.207547065438362,High Income,7.7,27.6,0.1541992981382957,245.7512842,251.0995,4.544615384615385,3.891666666666666,0.6663862595259809,20.6565
"Tuscaloosa, AL",2018,0.6425105882621551,0.3574894117378449,0.1500797892281996,0.1927466964511665,0.2641157995273386,Low Income,5.1,27.3,0.1404356969313379,51.942109200000004,251.0995,4.544615384615385,3.891666666666666,0.6483897850383004,20.6565
"Tyler, TX",2018,0.6707875339454287,0.3292124660545713,0.16946944867562022,0.2264686856695082,0.2270292598315872,High Income,2.6,28.3,0.1632692065450154,41.3153328,251.0995,4.544615384615385,3.891666666666666,0.7071253071253071,20.6565
"Urban Honolulu, HI",2018,0.5540965841250065,0.4459034158749935,0.6626777351591275,0.4615062849606926,0.2890853521434314,High Income,9.2,35.2,0.1771406415802791,616.0284002000001,251.0995,4.544615384615385,3.891666666666666,0.6988105435290454,20.6565
"Waco, TX",2018,0.5815355232217853,0.4184644767782147,0.15383149869042875,0.2558967696345855,0.2525363865494736,Lower-Middle Income,9.8,24.0,0.1479675938587997,57.314928200000004,251.0995,4.544615384615385,3.891666666666666,0.6541119451261462,20.6565
"Warner Robins, GA",2018,0.6328117352575128,0.3671882647424871,0.14556239936763402,0.196519099882123,0.2134853878657326,Low Income,13.2,27.8,0.1238121293146612,41.7770278,251.0995,4.544615384615385,3.891666666666666,0.6802729649983918,20.6565
"Wichita, KS",2018,0.6638732470789673,0.3361267529210326,0.12915435071188625,0.1757059452186786,0.1645407506706067,Upper-Middle Income,10.0,31.2,0.1503338599230114,130.1734624,251.0995,4.544615384615385,3.891666666666666,0.6400146302838837,20.6565
"Wichita Falls, TX",2018,0.6420474379466828,0.3579525620533171,0.1021798947393158,0.1729256958187998,0.1788466272842168,Lower-Middle Income,6.0,22.9,0.1537546429090716,16.6242796,251.0995,4.544615384615385,3.891666666666666,0.6614121148652373,20.6565
"Wilmington, NC",2018,0.6075972403752296,0.3924027596247704,0.2497635909771788,0.2933282306859416,0.2404056640201887,Upper-Middle Income,11.1,38.1,0.1782934152073795,150.356844,251.0995,4.544615384615385,3.891666666666666,0.5682957497146072,20.6565
"Yuba City, CA",2018,0.5987968374011687,0.4012031625988312,0.2827190934686411,0.3204794737908936,0.2647919355175535,Low Income,5.1,18.0,0.1386690153733528,55.3672186,251.0995,4.544615384615385,3.891666666666666,0.7101409419044346,20.6565
"Abilene, TX",2021,0.6332165948275862,0.3667834051724138,0.1686178925387628,0.1853975699151723,0.229258709583706,Lower-Middle Income,11.5,24.7,0.1455309952521723,48.671283083333336,270.96791666666667,2.957692307692308,5.358333333333333,0.6388739224137931,23.6812
"Akron, OH",2021,0.6775900546283492,0.3224099453716507,0.17696434883149187,0.1858432384299421,0.1893284034872567,Upper-Middle Income,14.7,34.2,0.187101704963465,178.86385008333335,270.96791666666667,2.957692307692308,5.358333333333333,0.606005011021509,23.6812
"Albany, GA",2021,0.5741706979958535,0.4258293020041465,0.124629632774861,0.1687084263505439,0.2030145493432723,Low Income,8.8,23.0,0.1697525193758888,32.81183425,270.96791666666667,2.957692307692308,5.358333333333333,0.6139426399447132,23.6812
"Albuquerque, NM",2021,0.6819934359366536,0.3180065640633464,0.27236155072140594,0.2588028643622755,0.2623228080239787,Lower-Middle Income,8.6,35.1,0.1786009284595538,378.6940651666667,270.96791666666667,2.957692307692308,5.358333333333333,0.619334777852128,23.6812
"Amarillo, TX",2021,0.6420451824824508,0.3579548175175491,0.17661793812658483,0.2137219268205036,0.2267661269093315,Upper-Middle Income,6.0,27.3,0.1424705407616643,83.33827333333333,270.96791666666667,2.957692307692308,5.358333333333333,0.6354085863954568,23.6812
"Ames, IA",2021,0.612973320993119,0.387026679006881,0.21319988341667348,0.2197124293720365,0.1858405196043376,Lower-Middle Income,8.3,44.7,0.1447838662387574,33.27812525,270.96791666666667,2.957692307692308,5.358333333333333,0.5103215162367711,23.6812
"Anchorage, AK",2021,0.6779341351166481,0.3220658648833518,0.3511929884395737,0.239968652098922,0.1944468188049255,High Income,3.5,34.2,0.1285107834115248,,270.96791666666667,2.957692307692308,5.358333333333333,0.6503210896461041,23.6812
"Asheville, NC",2021,0.7074365100338146,0.2925634899661854,0.3520801265302154,0.3013158205431556,0.2985211768594955,Upper-Middle Income,13.5,40.5,0.2315255292257077,384.61316525,270.96791666666667,2.957692307692308,5.358333333333333,0.6119251657022052,23.6812
"Bangor, ME",2021,0.6995155941993552,0.3004844058006448,0.2062994231085199,0.2307641988969606,0.2442378814077302,Lower-Middle Income,9.2,31.3,0.1937878440742316,38.57555,270.96791666666667,2.957692307692308,5.358333333333333,0.5940007029232438,23.6812
"Barnstable Town, MA",2021,0.8227301805543621,0.1772698194456379,0.5841610161045678,0.3798724325196745,0.3049331320932711,High Income,21.0,46.4,0.3230742090520672,463.1188040833333,270.96791666666667,2.957692307692308,5.358333333333333,0.6365710902962772,23.6812
"Baton Rouge, LA",2021,0.6830598267724198,0.3169401732275801,0.21400113739209223,0.2098993546846201,0.2432878114568365,Upper-Middle Income,10.7,29.3,0.1521278120896198,295.9335159166667,270.96791666666667,2.957692307692308,5.358333333333333,0.6536543233905893,23.6812
"Bellingham, WA",2021,0.6051464448757848,0.3948535551242151,0.539532679276499,0.4019808042022732,0.2787733622329699,Upper-Middle Income,10.7,38.3,0.1855692629058125,200.1881208333333,270.96791666666667,2.957692307692308,5.358333333333333,0.6019041629165356,23.6812
"Bend, OR",2021,0.7487554170695891,0.2512445829304108,0.6288136573514019,0.4272918134885139,0.3099090941432798,High Income,11.7,41.2,0.2074257449914795,355.886279,270.96791666666667,2.957692307692308,5.358333333333333,0.6499767200315175,23.6812
"Billings, MT",2021,0.7157497303128371,0.2842502696871629,0.32842444552404565,0.2717787329184101,0.2052816000888989,High Income,9.5,35.0,0.1875832054620209,43.38516833333333,270.96791666666667,2.957692307692308,5.358333333333333,0.6458750706323522,23.6812
"Bismarck, ND",2021,0.7282742200638688,0.2717257799361312,0.2927378699254348,0.2381431224126506,0.1785356522892608,High Income,7.8,34.6,0.1722625123108604,60.52156158333334,270.96791666666667,2.957692307692308,5.358333333333333,0.5944143156780862,23.6812
"Bloomington, IL",2021,0.6424931059873237,0.3575068940126763,0.1856853236300228,0.2034508073685695,0.1852643451026842,Upper-Middle Income,11.7,47.4,0.1446026367993259,58.76426266666666,270.96791666666667,2.957692307692308,5.358333333333333,0.5573249787043587,23.6812
"Bloomington, IN",2021,0.6046985001530456,0.3953014998469544,0.24706162889911493,0.2442771653887563,0.2762127999078866,Lower-Middle Income,13.0,43.9,0.1417484394468172,63.9639495,270.96791666666667,2.957692307692308,5.358333333333333,0.5087695133149679,23.6812
"Boise City, ID",2021,0.7173234246115562,0.2826765753884438,0.48549932412307367,0.3363748583406818,0.262226131812891,Upper-Middle Income,8.3,35.5,0.1550875266697443,583.4918006666667,270.96791666666667,2.957692307692308,5.358333333333333,0.6938421950169346,23.6812
"Brunswick, GA",2021,0.6618266578277698,0.3381733421722301,0.24138104319943746,0.2494103756381059,0.3328842489234331,Lower-Middle Income,11.5,25.6,0.2108090721792876,115.10841466666669,270.96791666666667,2.957692307692308,5.358333333333333,0.6222440818595898,23.6812
"Burlington, NC",2021,0.651918722870369,0.3480812771296309,0.21861812925112,0.2085860449438665,0.2212486020726288,Low Income,7.3,28.9,0.1694358655831421,56.766567166666654,270.96791666666667,2.957692307692308,5.358333333333333,0.6511399852905124,23.6812
"Casper, WY",2021,0.7293015691353191,0.2706984308646809,0.2470077183864308,0.2136340013070773,0.182506477892771,High Income,5.4,27.7,0.1678964238577085,42.29904541666666,270.96791666666667,2.957692307692308,5.358333333333333,0.5715748576935819,23.6812
"Cedar Rapids, IA",2021,0.7645019027634528,0.2354980972365472,0.18556785972969808,0.1831113023889716,0.1532534669319015,Upper-Middle Income,11.5,33.9,0.1730426416395883,79.79409791666667,270.96791666666667,2.957692307692308,5.358333333333333,0.6314951808514422,23.6812
"Charleston, WV",2021,0.7197253315774621,0.2802746684225378,0.11774988136665211,0.1400175709567544,0.1813497236055979,Lower-Middle Income,7.4,25.4,0.2176111519636912,39.20054433333333,270.96791666666667,2.957692307692308,5.358333333333333,0.6392343147399115,23.6812
"Cheyenne, WY",2021,0.666506586169045,0.333493413830955,0.3375626016333761,0.2815393923653136,0.2011626128797889,Upper-Middle Income,9.4,30.7,0.1707563725052794,58.74095525,270.96791666666667,2.957692307692308,5.358333333333333,0.6053100987925357,23.6812
"Chico, CA",2021,0.5844037712192544,0.4155962287807456,0.39518084898479033,0.3675696854214939,0.2794705987823069,Lower-Middle Income,9.2,32.3,0.1836694525920627,103.52668658333332,270.96791666666667,2.957692307692308,5.358333333333333,0.6024485882512015,23.6812
"Cleveland, TN",2021,0.7054900867903495,0.2945099132096505,0.23873581566443297,0.230641518808019,0.2521312575579772,Low Income,8.4,20.8,0.179192175888491,53.827621,270.96791666666667,2.957692307692308,5.358333333333333,0.7027629588343021,23.6812
"Coeur d'Alene, ID",2021,0.7367310501541957,0.2632689498458042,0.5255023516721024,0.3864599622694182,0.2843379500071707,Upper-Middle Income,11.5,26.6,0.1947950097058218,198.0496235,270.96791666666667,2.957692307692308,5.358333333333333,0.6847619188148323,23.6812
"Colorado Springs, CO",2021,0.6722170588913688,0.3277829411086312,0.4340690329219005,0.2825928602800432,0.2508692153050802,Upper-Middle Income,9.4,41.5,0.1371474792604012,714.7650996666666,270.96791666666667,2.957692307692308,5.358333333333333,0.6742217126730752,23.6812
"Columbia, MO",2021,0.6154144986226544,0.3845855013773456,0.2433842169503882,0.2335941744945237,0.1760472255196257,Upper-Middle Income,14.6,45.7,0.1440299629692287,73.73490608333333,270.96791666666667,2.957692307692308,5.358333333333333,0.5654768912014692,23.6812
"Columbia, SC",2021,0.6966764678609566,0.3033235321390433,0.20342355704087337,0.1944116362173328,0.2619531139048451,Lower-Middle Income,11.1,34.9,0.1568088444191485,345.3199868333333,270.96791666666667,2.957692307692308,5.358333333333333,0.6154860863920937,23.6812
"Columbus, IN",2021,0.7142813211144596,0.2857186788855403,0.21357122943013104,0.1792150074793756,0.2032647765120209,Upper-Middle Income,15.9,36.2,0.1628857229463473,29.24064725,270.96791666666667,2.957692307692308,5.358333333333333,0.675041515468356,23.6812
"Columbus, OH",2021,0.6165630879953469,0.3834369120046531,0.25595329300053044,0.2266732467337973,0.2069453338934046,Upper-Middle Income,14.3,39.0,0.1392387879779657,735.4227325,270.96791666666667,2.957692307692308,5.358333333333333,0.6383782628449427,23.6812
"Corpus Christi, TX",2021,0.6072531821655053,0.3927468178344947,0.20688427172372434,0.2519764413323077,0.289535925735275,Lower-Middle Income,7.8,23.4,0.1532790258717341,164.88840658333334,270.96791666666667,2.957692307692308,5.358333333333333,0.6957660381794551,23.6812
"Corvallis, OR",2021,0.5226175349428208,0.4773824650571792,0.4737138604595444,0.4112128782857708,0.2668124532671919,Upper-Middle Income,14.8,54.9,0.1787495964256329,48.76060225,270.96791666666667,2.957692307692308,5.358333333333333,0.5416010165184244,23.6812
"Dover, DE",2021,0.7254264825345248,0.2745735174654752,0.28632249752952466,0.2329404917909996,0.2873692277726828,Low Income,6.9,27.0,0.177568164909937,79.67919775,270.96791666666667,2.957692307692308,5.358333333333333,0.6727378967320821,23.6812
"Dubuque, IA",2021,0.7479867595474532,0.2520132404525468,0.21249535134384656,0.1946532241175064,0.1462099751370612,Upper-Middle Income,20.7,32.6,0.188506655321218,30.10663991666667,270.96791666666667,2.957692307692308,5.358333333333333,0.6484116397411195,23.6812
"East Stroudsburg, PA",2021,0.8148906792905154,0.1851093207094845,0.24694679746854076,0.2237020052127337,0.2359141660369146,Lower-Middle Income,11.9,29.0,0.1853042127214617,105.04724075,270.96791666666667,2.957692307692308,5.358333333333333,0.7230794907976391,23.6812
"El Paso, TX",2021,0.6525869301450312,0.3474130698549688,0.17531460317299694,0.253098431821741,0.2882418080903939,Low Income,4.6,26.0,0.1279735513526597,155.24956733333335,270.96791666666667,2.957692307692308,5.358333333333333,0.7279603712852258,23.6812
"Erie, PA",2021,0.6756179846419623,0.3243820153580376,0.15628340609644076,0.1956047227439757,0.1548200938957322,Lower-Middle Income,11.3,29.2,0.1911854905561482,49.18785883333334,270.96791666666667,2.957692307692308,5.358333333333333,0.5864364468483462,23.6812
"Fairbanks, AK",2021,0.5849393290506781,0.4150606709493219,0.28765534341732135,0.2339089850717341,0.2277459562618458,High Income,4.5,38.1,0.1255322042408963,,270.96791666666667,2.957692307692308,5.358333333333333,0.6190358535112283,23.6812
"Fayetteville, NC",2021,0.5711342912825277,0.4288657087174723,0.18288720868261807,0.2136270258954561,0.2698249571019229,Low Income,6.2,26.6,0.1269948988539577,209.14010475,270.96791666666667,2.957692307692308,5.358333333333333,0.6465652169522674,23.6812
"Flagstaff, AZ",2021,0.5852570495965183,0.4147429504034817,0.5320912230134521,0.4477574797736385,0.3853997364425078,Upper-Middle Income,7.4,39.5,0.1403910321815625,130.985304,270.96791666666667,2.957692307692308,5.358333333333333,0.6006346903617735,23.6812
"Florence, SC",2021,0.6833850971534177,0.3166149028465823,0.15297718419867587,0.1888358288723224,0.3121482912771585,Lower-Middle Income,6.6,21.4,0.1880216201024797,45.51832783333334,270.96791666666667,2.957692307692308,5.358333333333333,0.6267486331784696,23.6812
"Fort Collins, CO",2021,0.6410799155946175,0.3589200844053825,0.5044084321046719,0.3305297378773938,0.2396623596979747,High Income,16.7,51.7,0.1679129899898767,342.1725838333333,270.96791666666667,2.957692307692308,5.358333333333333,0.5933750977827154,23.6812
"Fort Wayne, IN",2021,0.7098375317621555,0.2901624682378445,0.1894249907213104,0.1763596888596838,0.1865216879521348,Upper-Middle Income,13.2,29.7,0.1536032224055522,129.65192091666668,270.96791666666667,2.957692307692308,5.358333333333333,0.6348640372439037,23.6812
"Fresno, CA",2021,0.5580791331676203,0.4419208668323797,0.3498600533905996,0.3013968120324655,0.3216153523566075,Lower-Middle Income,6.4,24.0,0.1260086761689495,364.5993955,270.96791666666667,2.957692307692308,5.358333333333333,0.7169808396818804,23.6812
"Gainesville, FL",2021,0.6121856149867354,0.3878143850132645,0.251342785527191,0.2703807523347618,0.2987857099349668,Lower-Middle Income,15.5,40.1,0.1642247615844305,122.89672241666669,270.96791666666667,2.957692307692308,5.358333333333333,0.5674417915314274,23.6812
"Gainesville, GA",2021,0.6867667761614266,0.3132332238385734,0.31216328750079897,0.2540159393815072,0.2664042347638074,Upper-Middle Income,7.1,25.0,0.1542998230207986,131.58606458333333,270.96791666666667,2.957692307692308,5.358333333333333,0.6991056394401965,23.6812
"Grand Junction, CO",2021,0.7197316446172174,0.2802683553827826,0.35107760233727126,0.2925112947728611,0.2406552849226297,Lower-Middle Income,5.2,31.2,0.2058918867384879,122.850507,270.96791666666667,2.957692307692308,5.358333333333333,0.643488619976174,23.6812
"Great Falls, MT",2021,0.6569104743025391,0.3430895256974609,0.25033055569583695,0.2621615499865616,0.2073568598796171,Upper-Middle Income,8.9,27.4,0.1932529493202068,32.517204666666665,270.96791666666667,2.957692307692308,5.358333333333333,0.6116957700492668,23.6812
"Green Bay, WI",2021,0.6882434444231534,0.3117565555768465,0.24380624690633232,0.2336473970490504,0.1486663869482083,Upper-Middle Income,16.1,31.5,0.1687395672099305,111.6267906666667,270.96791666666667,2.957692307692308,5.358333333333333,0.6265274236103946,23.6812
"Hammond, LA",2021,0.7107282380046078,0.2892717619953922,0.21625788344153427,0.2322114560960805,0.2372228231631571,Low Income,5.9,20.5,0.1610744211156881,30.43585075,270.96791666666667,2.957692307692308,5.358333333333333,0.6126414905339076,23.6812
